lat,lon,tree_cover_2000_pct,elevation_m,slope_deg,dist_to_road_km,dist_to_deforestation_frontier_km,protected_area,population_density_per_km2,annual_loss_rate_pct,high_risk
-12.09999999999998,-61.300000000000125,81.6,345.1,1.4,14.87,30.36,1,25.4,0.0,0
-12.09999999999998,-61.25000000000013,83.3,202.4,0.2,17.43,13.82,0,10.2,2.54,0
-12.09999999999998,-61.20000000000013,40.3,145.9,4.1,1.76,57.79,0,0.8,2.98,0
-12.09999999999998,-61.150000000000134,46.2,80.8,1.1,4.96,54.42,0,7.3,4.98,0
-12.09999999999998,-61.100000000000136,73.3,349.2,0.6,1.45,55.62,0,2.5,2.74,0
-12.09999999999998,-61.05000000000014,55.9,155.8,2.0,7.89,34.08,1,2.0,1.41,0
-12.09999999999998,-61.00000000000014,92.1,364.9,4.7,9.58,19.36,1,1.0,3.07,0
-12.09999999999998,-60.950000000000145,85.9,231.9,0.1,37.52,9.36,0,1.6,0.64,0
-12.09999999999998,-60.90000000000015,39.3,211.4,1.2,7.54,12.09,0,3.6,2.94,0
-12.09999999999998,-60.85000000000015,76.7,213.6,2.6,7.14,3.89,0,2.8,3.1,1
-12.09999999999998,-60.80000000000015,41.7,377.3,1.2,2.21,3.59,0,36.4,3.97,0
-12.09999999999998,-60.750000000000156,94.7,50.0,6.2,5.82,8.13,0,5.0,4.02,1
-12.09999999999998,-60.70000000000016,61.5,217.1,3.3,10.92,25.31,1,2.5,0.17,0
-12.09999999999998,-60.65000000000016,83.6,178.8,12.6,9.97,8.81,0,5.2,1.48,0
-12.09999999999998,-60.600000000000165,91.7,183.0,1.5,10.53,35.14,0,11.4,3.92,1
-12.09999999999998,-60.55000000000017,76.2,211.9,7.2,2.32,2.21,1,14.7,1.82,0
-12.09999999999998,-60.50000000000017,86.8,178.7,0.8,4.77,2.21,0,3.4,2.17,0
-12.09999999999998,-60.45000000000017,96.7,215.1,5.2,28.37,31.32,0,0.4,2.15,0
-12.09999999999998,-60.400000000000176,89.9,198.1,0.7,5.67,6.58,0,2.7,1.84,0
-12.09999999999998,-60.35000000000018,88.9,94.9,6.5,0.39,2.6,0,7.5,3.22,0
-12.09999999999998,-60.30000000000018,86.0,230.5,1.7,32.29,3.44,0,22.9,2.61,0
-12.09999999999998,-60.250000000000185,67.2,257.3,1.6,4.91,16.71,0,1.0,2.86,0
-12.09999999999998,-60.20000000000019,89.4,156.6,1.4,13.07,0.99,0,3.7,1.0,0
-12.09999999999998,-60.15000000000019,89.8,349.4,3.3,11.2,8.64,1,4.7,0.0,0
-12.09999999999998,-60.10000000000019,85.7,306.8,2.0,33.61,7.85,0,1.1,0.53,0
-12.09999999999998,-60.050000000000196,69.7,267.5,9.9,68.67,0.46,0,0.0,1.18,0
-12.04999999999998,-63.5,71.8,266.5,2.2,8.29,0.42,0,29.2,1.78,0
-12.04999999999998,-63.45,82.5,202.4,11.0,20.57,1.52,0,41.5,1.62,0
-12.04999999999998,-63.400000000000006,61.3,291.3,1.7,15.52,9.67,0,3.3,1.96,1
-12.04999999999998,-63.35000000000001,54.9,325.7,0.7,19.35,14.32,0,15.8,1.34,0
-12.04999999999998,-63.30000000000001,91.0,264.6,3.4,5.68,11.99,0,2.0,7.0,0
-12.04999999999998,-63.250000000000014,85.0,154.4,1.5,83.04,84.58,0,30.1,0.54,0
-12.04999999999998,-63.20000000000002,28.8,196.8,2.2,3.4,10.41,0,38.3,2.57,0
-12.04999999999998,-63.15000000000002,91.0,245.9,2.0,16.86,12.77,0,2.6,0.65,0
-12.04999999999998,-63.10000000000002,72.3,267.0,6.8,4.42,47.18,1,10.2,0.47,0
-12.04999999999998,-63.050000000000026,86.1,193.8,2.7,5.39,39.52,0,16.8,3.86,0
-12.04999999999998,-63.00000000000003,68.2,154.7,0.8,16.05,16.73,1,1.3,2.45,0
-12.04999999999998,-62.95000000000003,78.8,326.7,2.2,0.73,4.77,0,40.1,5.42,0
-12.04999999999998,-62.900000000000034,78.2,114.2,2.5,46.9,12.12,0,0.3,0.52,1
-12.04999999999998,-62.85000000000004,70.9,124.7,2.4,29.56,17.65,0,14.0,0.65,1
-12.04999999999998,-62.80000000000004,79.9,93.8,4.4,21.9,24.07,0,24.7,0.77,0
-12.04999999999998,-62.75000000000004,55.9,124.5,0.0,0.69,9.21,0,9.7,3.07,0
-12.04999999999998,-62.700000000000045,59.7,299.8,0.1,10.51,6.38,0,45.5,3.73,0
-12.04999999999998,-62.65000000000005,78.0,302.5,3.4,4.02,53.63,0,12.3,3.43,1
-12.04999999999998,-62.60000000000005,64.6,194.1,0.1,9.66,16.27,0,2.1,4.06,0
-12.04999999999998,-62.550000000000054,79.7,239.7,10.6,5.76,6.38,0,38.2,2.08,0
-12.04999999999998,-62.50000000000006,92.9,199.2,5.1,29.65,0.92,0,0.9,2.07,1
-12.04999999999998,-62.45000000000006,48.7,104.6,5.7,29.86,72.94,0,0.1,2.4,0
-12.04999999999998,-62.40000000000006,86.5,377.4,0.2,17.95,3.89,0,5.7,1.1,0
-12.04999999999998,-62.350000000000065,74.0,310.0,3.9,6.64,4.78,0,2.6,1.61,0
-12.04999999999998,-62.30000000000007,78.6,228.4,1.6,16.76,11.56,0,1.9,0.67,0
-12.04999999999998,-62.25000000000007,90.9,131.5,2.2,13.89,0.88,0,4.6,5.85,0
-12.04999999999998,-62.200000000000074,74.9,182.0,5.2,4.76,6.57,0,7.2,2.15,1
-12.04999999999998,-62.15000000000008,87.8,144.6,3.0,3.97,82.48,0,26.0,3.24,0
-12.04999999999998,-62.10000000000008,89.6,207.8,0.2,13.81,15.15,1,16.4,1.64,0
-12.04999999999998,-62.05000000000008,71.8,224.8,9.8,4.64,6.55,0,15.1,2.11,1
-12.04999999999998,-62.000000000000085,75.7,172.7,8.8,11.62,9.14,0,15.3,2.05,1
-12.04999999999998,-61.95000000000009,56.0,83.6,0.1,48.63,3.53,0,11.0,0.35,0
-12.04999999999998,-61.90000000000009,53.9,370.6,3.6,17.06,17.41,1,2.0,0.12,0
-12.04999999999998,-61.850000000000094,62.6,219.0,3.5,9.59,5.57,1,6.2,0.0,0
-12.04999999999998,-61.8000000000001,79.0,236.5,0.4,39.8,40.55,0,10.8,0.08,0
-12.04999999999998,-61.7500000000001,50.6,166.2,3.5,24.89,25.19,1,1.6,0.0,0
-12.04999999999998,-61.7000000000001,82.0,75.0,0.8,0.95,2.46,0,23.4,3.11,1
-12.04999999999998,-61.650000000000105,90.5,193.3,2.2,0.18,42.2,1,19.3,4.77,0
-12.04999999999998,-61.60000000000011,70.4,174.1,0.1,52.63,0.13,0,23.7,1.08,0
-12.04999999999998,-61.55000000000011,59.7,256.8,3.2,9.08,66.16,0,2.8,1.41,0
-12.04999999999998,-61.500000000000114,80.6,272.5,5.5,25.41,22.39,0,20.6,1.82,0
-12.04999999999998,-61.45000000000012,74.9,261.2,1.8,1.36,4.07,0,1.6,3.74,0
-12.04999999999998,-61.40000000000012,84.1,279.1,0.6,3.88,98.34,1,21.5,4.61,0
-12.04999999999998,-61.35000000000012,88.1,344.3,0.3,2.74,0.1,0,24.4,2.76,1
-12.04999999999998,-61.300000000000125,87.5,231.2,0.3,9.55,15.15,0,8.9,1.62,0
-12.04999999999998,-61.25000000000013,67.9,287.9,2.0,2.48,7.28,0,12.7,3.36,0
-12.04999999999998,-61.20000000000013,62.0,239.5,8.4,4.44,31.17,1,31.4,2.28,0
-12.04999999999998,-61.150000000000134,67.7,50.0,6.2,23.81,10.45,1,27.3,0.0,0
-12.04999999999998,-61.100000000000136,50.8,187.6,5.2,45.55,7.01,0,6.0,1.61,0
-12.04999999999998,-61.05000000000014,85.4,130.6,4.4,9.12,29.9,0,6.9,12.33,0
-12.04999999999998,-61.00000000000014,50.0,218.5,0.9,8.11,21.4,0,12.1,4.01,0
-12.04999999999998,-60.950000000000145,81.9,136.7,0.5,13.95,16.3,0,23.3,2.42,0
-12.04999999999998,-60.90000000000015,77.3,248.5,0.0,18.84,40.56,1,8.4,0.0,0
-12.04999999999998,-60.85000000000015,63.5,278.5,3.4,5.66,18.08,1,1.4,1.04,0
-12.04999999999998,-60.80000000000015,96.3,296.3,6.3,5.49,20.04,0,3.1,2.61,0
-12.04999999999998,-60.750000000000156,84.5,329.5,8.0,22.5,11.15,0,1.8,0.48,0
-12.04999999999998,-60.70000000000016,78.8,65.9,7.4,9.17,37.07,1,17.0,0.5,0
-12.04999999999998,-60.65000000000016,81.2,104.1,3.4,16.66,0.92,1,3.3,2.23,0
-12.04999999999998,-60.600000000000165,71.7,434.2,2.1,19.09,13.7,1,0.1,0.0,0
-12.04999999999998,-60.55000000000017,72.5,280.8,0.4,1.76,29.12,0,13.8,2.86,0
-12.04999999999998,-60.50000000000017,40.0,218.0,5.3,29.03,5.45,0,3.0,0.18,0
-12.04999999999998,-60.45000000000017,84.1,202.6,5.0,40.5,23.06,1,23.4,0.0,0
-12.04999999999998,-60.400000000000176,54.0,195.5,8.4,7.11,24.24,0,13.8,7.78,0
-12.04999999999998,-60.35000000000018,90.3,50.0,5.9,16.42,8.92,0,8.8,2.64,0
-12.04999999999998,-60.30000000000018,68.0,138.2,4.1,19.28,5.12,0,11.4,1.07,0
-12.04999999999998,-60.250000000000185,67.0,191.1,0.9,22.18,27.07,0,17.2,2.57,0
-12.04999999999998,-60.20000000000019,80.4,142.7,0.8,1.73,0.27,1,2.6,1.32,0
-12.04999999999998,-60.15000000000019,73.6,153.2,2.0,9.12,52.38,1,22.0,0.0,0
-12.04999999999998,-60.10000000000019,71.2,404.7,8.7,32.86,0.34,1,4.0,0.0,0
-12.04999999999998,-60.050000000000196,54.5,179.9,0.1,19.45,5.89,0,0.2,3.04,0
-11.999999999999979,-63.5,67.5,222.2,1.3,0.39,14.58,1,17.9,2.76,0
-11.999999999999979,-63.45,72.8,219.4,4.6,0.21,6.05,0,3.1,3.06,0
-11.999999999999979,-63.400000000000006,72.5,247.2,5.9,11.84,2.84,0,0.7,3.15,0
-11.999999999999979,-63.35000000000001,84.2,161.8,1.4,10.42,4.01,0,0.4,3.63,0
-11.999999999999979,-63.30000000000001,61.2,299.8,4.6,2.63,0.1,1,12.2,3.32,0
-11.999999999999979,-63.250000000000014,66.4,235.5,1.0,7.53,17.04,1,0.5,1.97,0
-11.999999999999979,-63.20000000000002,39.5,97.0,1.2,6.01,19.44,1,6.5,0.54,0
-11.999999999999979,-63.15000000000002,60.3,191.4,2.9,8.12,5.57,1,11.6,0.34,0
-11.999999999999979,-63.10000000000002,40.4,186.2,3.9,3.73,1.63,0,23.0,3.44,0
-11.999999999999979,-63.050000000000026,67.6,182.5,7.2,12.59,8.49,1,4.0,0.0,0
-11.999999999999979,-63.00000000000003,91.5,240.7,10.7,25.27,17.1,0,44.5,1.58,1
-11.999999999999979,-62.95000000000003,88.6,250.8,0.9,1.66,4.34,1,4.5,2.27,0
-11.999999999999979,-62.900000000000034,88.4,241.3,1.3,5.73,5.85,1,6.9,1.79,0
-11.999999999999979,-62.85000000000004,67.7,227.1,1.0,38.6,29.41,0,34.7,1.85,0
-11.999999999999979,-62.80000000000004,73.3,206.9,0.9,8.48,1.36,0,3.0,2.12,1
-11.999999999999979,-62.75000000000004,91.2,50.0,8.6,5.79,28.73,0,2.9,2.3,0
-11.999999999999979,-62.700000000000045,68.5,262.2,0.7,27.9,26.08,1,21.1,0.0,0
-11.999999999999979,-62.65000000000005,76.2,239.1,1.4,1.57,26.89,0,0.6,2.92,0
-11.999999999999979,-62.60000000000005,62.2,121.2,0.7,10.46,1.83,0,9.4,1.45,1
-11.999999999999979,-62.550000000000054,82.8,222.4,3.6,33.68,13.55,1,3.9,0.24,0
-11.999999999999979,-62.50000000000006,61.7,251.8,4.8,6.99,19.17,0,1.1,2.16,0
-11.999999999999979,-62.45000000000006,84.5,293.7,4.0,5.14,23.7,0,8.9,2.61,0
-11.999999999999979,-62.40000000000006,66.6,240.8,0.2,5.79,26.55,1,2.9,1.74,0
-11.999999999999979,-62.350000000000065,89.0,225.7,3.6,5.65,46.71,0,6.9,2.06,0
-11.999999999999979,-62.30000000000007,55.8,275.7,3.3,4.51,16.78,0,5.3,2.43,0
-11.999999999999979,-62.25000000000007,46.5,175.5,1.2,46.8,19.72,1,4.5,0.34,0
-11.999999999999979,-62.200000000000074,68.5,233.0,7.1,4.64,1.22,0,40.8,2.09,0
-11.999999999999979,-62.15000000000008,84.7,150.3,8.7,10.01,12.73,0,13.6,2.01,0
-11.999999999999979,-62.10000000000008,61.7,288.8,7.9,21.77,11.95,0,5.8,1.82,0
-11.999999999999979,-62.05000000000008,74.7,71.2,1.8,4.42,7.66,1,13.5,1.0,0
-11.999999999999979,-62.000000000000085,58.9,265.3,7.7,21.41,25.46,0,0.9,3.15,0
-11.999999999999979,-61.95000000000009,83.3,201.4,3.9,35.13,11.88,1,10.3,0.0,0
-11.999999999999979,-61.90000000000009,88.6,277.2,2.5,9.06,6.42,0,12.7,4.78,0
-11.999999999999979,-61.850000000000094,71.5,137.6,0.1,16.79,6.93,0,14.5,1.07,0
-11.999999999999979,-61.8000000000001,49.6,207.2,1.2,17.19,48.15,0,2.8,1.09,0
-11.999999999999979,-61.7500000000001,72.4,204.9,4.6,10.57,46.82,0,5.5,1.93,0
-11.999999999999979,-61.7000000000001,86.2,234.7,1.9,3.6,18.23,1,13.5,0.83,1
-11.999999999999979,-61.650000000000105,57.8,116.2,1.4,56.33,41.41,0,9.0,1.47,0
-11.999999999999979,-61.60000000000011,81.9,250.9,0.7,4.64,40.64,0,29.7,4.72,0
-11.999999999999979,-61.55000000000011,87.1,52.3,3.8,12.98,13.72,1,23.0,0.0,0
-11.999999999999979,-61.500000000000114,26.8,146.6,2.6,18.33,2.63,0,1.8,0.59,0
-11.999999999999979,-61.45000000000012,71.8,75.0,4.1,8.4,28.48,1,2.9,0.0,0
-11.999999999999979,-61.40000000000012,63.3,266.3,4.9,14.16,35.11,0,6.6,2.03,0
-11.999999999999979,-61.35000000000012,88.0,232.0,1.7,12.96,8.75,0,10.9,2.03,0
-11.999999999999979,-61.300000000000125,76.4,236.5,2.3,6.31,62.83,0,9.1,2.11,0
-11.999999999999979,-61.25000000000013,71.6,317.9,0.4,5.18,36.78,0,3.0,1.91,0
-11.999999999999979,-61.20000000000013,84.2,174.7,3.3,1.53,13.91,1,6.2,2.89,0
-11.999999999999979,-61.150000000000134,85.9,248.8,0.8,24.81,6.42,0,6.6,1.08,0
-11.999999999999979,-61.100000000000136,91.0,205.3,0.8,56.87,29.12,1,2.1,0.0,0
-11.999999999999979,-61.05000000000014,76.5,193.1,2.3,16.44,26.17,0,12.4,2.98,0
-11.999999999999979,-61.00000000000014,58.5,304.5,4.6,22.53,63.68,0,13.4,0.73,0
-11.999999999999979,-60.950000000000145,87.5,366.6,1.4,14.75,0.85,0,5.2,2.57,0
-11.999999999999979,-60.90000000000015,71.1,165.5,3.5,9.65,5.91,1,12.0,0.0,0
-11.999999999999979,-60.85000000000015,85.3,266.7,1.3,10.27,3.24,1,8.9,1.15,1
-11.999999999999979,-60.80000000000015,63.4,225.5,3.8,1.28,18.07,0,5.1,5.33,0
-11.999999999999979,-60.750000000000156,62.9,226.5,2.3,17.01,24.56,0,58.2,1.89,1
-11.999999999999979,-60.70000000000016,59.5,219.8,0.1,5.04,42.06,1,21.6,2.44,1
-11.999999999999979,-60.65000000000016,79.3,173.4,1.4,28.18,49.37,0,10.3,2.28,0
-11.999999999999979,-60.600000000000165,72.3,50.0,7.9,12.63,1.75,0,15.1,1.01,1
-11.999999999999979,-60.55000000000017,81.0,322.8,5.2,4.55,31.64,1,0.5,1.42,0
-11.999999999999979,-60.50000000000017,83.3,144.4,2.3,4.62,22.23,0,8.7,5.8,1
-11.999999999999979,-60.45000000000017,66.4,180.7,0.8,1.28,11.55,1,2.6,2.64,0
-11.999999999999979,-60.400000000000176,64.8,182.4,4.7,15.04,94.1,0,15.9,0.97,0
-11.999999999999979,-60.35000000000018,72.8,137.3,3.4,6.89,0.3,0,2.0,1.81,0
-11.999999999999979,-60.30000000000018,84.1,219.2,3.8,0.68,19.87,0,8.2,7.55,1
-11.999999999999979,-60.250000000000185,93.1,196.5,0.5,0.9,2.56,0,18.6,3.11,0
-11.999999999999979,-60.20000000000019,54.4,142.7,2.6,13.88,12.18,1,17.0,0.0,0
-11.999999999999979,-60.15000000000019,96.0,211.9,6.8,9.02,21.03,0,9.1,1.7,0
-11.999999999999979,-60.10000000000019,84.5,197.4,1.9,5.28,32.22,1,18.1,0.94,0
-11.999999999999979,-60.050000000000196,59.5,274.2,0.9,2.86,4.25,0,2.6,3.29,0
-11.949999999999978,-63.5,67.1,92.8,5.0,9.88,8.11,1,3.2,1.3,0
-11.949999999999978,-63.45,57.4,135.6,1.0,7.2,1.5,1,0.4,2.72,0
-11.949999999999978,-63.400000000000006,71.3,258.0,1.2,5.38,1.47,0,12.1,5.33,1
-11.949999999999978,-63.35000000000001,88.9,148.8,4.2,2.08,3.28,0,12.3,4.32,0
-11.949999999999978,-63.30000000000001,89.7,127.7,2.3,33.22,1.28,0,12.3,4.95,1
-11.949999999999978,-63.250000000000014,45.5,152.8,0.8,40.33,26.12,0,6.4,0.11,0
-11.949999999999978,-63.20000000000002,48.9,191.9,1.3,8.77,3.59,1,5.0,8.17,0
-11.949999999999978,-63.15000000000002,63.8,192.2,4.1,11.21,18.08,1,17.3,0.11,0
-11.949999999999978,-63.10000000000002,66.8,183.2,4.6,10.11,34.5,0,10.0,4.98,0
-11.949999999999978,-63.050000000000026,82.6,117.7,1.0,14.11,0.18,0,5.9,2.54,0
-11.949999999999978,-63.00000000000003,40.7,261.9,0.4,0.63,21.99,0,1.1,6.19,1
-11.949999999999978,-62.95000000000003,78.1,306.1,0.6,34.13,10.59,1,14.2,0.36,0
-11.949999999999978,-62.900000000000034,94.1,50.0,1.5,17.5,7.63,0,32.1,2.78,0
-11.949999999999978,-62.85000000000004,97.6,75.7,1.3,8.61,11.49,0,17.1,1.81,0
-11.949999999999978,-62.80000000000004,83.6,280.2,2.9,8.7,15.13,0,7.3,1.5,0
-11.949999999999978,-62.75000000000004,49.5,325.6,1.8,4.42,22.37,1,3.3,0.62,0
-11.949999999999978,-62.700000000000045,65.9,50.0,0.9,7.41,2.96,0,5.0,1.64,0
-11.949999999999978,-62.65000000000005,62.0,265.2,7.8,22.03,33.62,0,18.2,1.39,0
-11.949999999999978,-62.60000000000005,74.9,331.0,0.9,11.2,22.45,0,2.5,3.92,0
-11.949999999999978,-62.550000000000054,94.8,131.0,1.3,3.25,10.04,1,42.1,0.72,0
-11.949999999999978,-62.50000000000006,76.1,326.4,1.0,18.84,0.87,1,22.9,0.0,0
-11.949999999999978,-62.45000000000006,68.4,185.8,0.7,36.92,16.24,1,35.6,0.68,0
-11.949999999999978,-62.40000000000006,28.8,225.2,0.7,0.29,19.89,1,4.0,4.09,0
-11.949999999999978,-62.350000000000065,88.2,142.5,0.1,0.64,15.7,0,3.1,5.31,1
-11.949999999999978,-62.30000000000007,80.2,280.1,0.3,29.32,2.12,0,12.2,2.7,1
-11.949999999999978,-62.25000000000007,69.5,266.8,1.0,4.57,2.93,1,0.8,1.82,0
-11.949999999999978,-62.200000000000074,57.2,338.0,0.5,10.93,62.56,0,32.5,3.35,0
-11.949999999999978,-62.15000000000008,44.8,315.2,1.2,13.04,46.65,0,3.5,3.09,1
-11.949999999999978,-62.10000000000008,63.4,199.3,6.3,8.09,29.98,0,3.6,1.39,0
-11.949999999999978,-62.05000000000008,80.4,448.7,0.3,13.55,50.85,1,3.7,0.0,0
-11.949999999999978,-62.000000000000085,87.9,308.1,0.7,5.76,17.54,0,5.1,2.11,0
-11.949999999999978,-61.95000000000009,48.4,243.2,12.8,33.12,13.85,0,1.2,1.31,0
-11.949999999999978,-61.90000000000009,88.3,120.2,4.1,1.87,27.24,0,21.7,2.5,1
-11.949999999999978,-61.850000000000094,70.0,77.6,6.0,11.87,10.14,0,27.6,4.34,0
-11.949999999999978,-61.8000000000001,50.8,84.4,0.2,18.26,8.63,0,6.1,3.75,0
-11.949999999999978,-61.7500000000001,61.9,125.3,0.2,11.29,1.05,0,0.8,4.11,0
-11.949999999999978,-61.7000000000001,90.0,310.2,5.9,7.5,25.25,1,19.1,0.73,0
-11.949999999999978,-61.650000000000105,65.2,239.0,0.1,9.06,2.38,1,0.3,0.37,0
-11.949999999999978,-61.60000000000011,20.7,150.9,5.1,2.97,11.35,0,0.0,3.18,0
-11.949999999999978,-61.55000000000011,84.2,189.1,0.0,7.91,37.3,0,1.9,5.01,1
-11.949999999999978,-61.500000000000114,41.0,179.4,3.9,10.44,2.64,1,30.9,0.08,0
-11.949999999999978,-61.45000000000012,52.2,264.0,2.8,35.94,17.5,0,11.0,1.88,0
-11.949999999999978,-61.40000000000012,61.4,129.7,5.9,13.53,26.58,0,3.2,0.82,0
-11.949999999999978,-61.35000000000012,86.3,228.0,0.6,13.28,21.94,0,22.4,2.4,0
-11.949999999999978,-61.300000000000125,77.6,224.0,0.2,2.18,90.05,0,10.2,3.19,0
-11.949999999999978,-61.25000000000013,85.7,132.1,0.9,42.08,10.06,0,0.7,0.23,0
-11.949999999999978,-61.20000000000013,66.6,327.0,1.7,3.66,8.68,0,1.9,3.49,0
-11.949999999999978,-61.150000000000134,63.2,176.4,0.0,9.87,26.85,0,10.6,4.12,0
-11.949999999999978,-61.100000000000136,77.7,120.6,3.3,3.09,5.49,0,2.6,5.35,0
-11.949999999999978,-61.05000000000014,69.8,268.2,3.9,10.07,17.11,0,3.1,6.46,1
-11.949999999999978,-61.00000000000014,66.8,204.4,1.9,10.95,5.39,0,5.2,2.1,0
-11.949999999999978,-60.950000000000145,89.1,232.7,1.7,28.39,34.29,0,0.3,3.49,0
-11.949999999999978,-60.90000000000015,75.7,105.2,1.2,13.64,13.41,0,4.0,1.61,0
-11.949999999999978,-60.85000000000015,81.1,265.0,2.0,0.6,26.23,0,3.2,5.59,0
-11.949999999999978,-60.80000000000015,80.0,373.8,0.1,0.5,1.78,0,5.9,5.17,0
-11.949999999999978,-60.750000000000156,90.6,99.0,4.6,60.66,87.73,0,1.2,0.22,0
-11.949999999999978,-60.70000000000016,74.4,228.3,1.1,3.98,14.7,0,4.5,6.91,0
-11.949999999999978,-60.65000000000016,85.0,137.2,7.7,4.14,9.26,0,2.4,3.75,0
-11.949999999999978,-60.600000000000165,88.7,415.2,0.1,31.58,66.18,0,8.4,0.17,0
-11.949999999999978,-60.55000000000017,53.8,299.2,3.2,3.69,4.42,0,4.9,2.16,0
-11.949999999999978,-60.50000000000017,93.6,222.6,3.5,0.67,10.22,0,7.3,3.31,0
-11.949999999999978,-60.45000000000017,49.1,101.8,0.5,22.35,10.26,0,2.3,0.33,0
-11.949999999999978,-60.400000000000176,88.6,121.1,10.9,31.76,14.32,0,14.1,0.9,0
-11.949999999999978,-60.35000000000018,70.3,259.7,6.0,2.45,27.47,0,3.3,2.75,0
-11.949999999999978,-60.30000000000018,95.7,91.0,3.1,6.87,16.51,0,2.0,2.49,0
-11.949999999999978,-60.250000000000185,70.6,93.5,8.0,15.66,8.99,1,11.3,0.55,0
-11.949999999999978,-60.20000000000019,73.0,200.7,2.7,5.55,5.4,0,10.0,1.94,0
-11.949999999999978,-60.15000000000019,88.8,210.7,4.4,19.25,66.92,0,2.9,0.99,0
-11.949999999999978,-60.10000000000019,72.1,230.4,0.8,8.33,121.59,0,6.1,1.37,0
-11.949999999999978,-60.050000000000196,88.3,164.8,0.3,4.47,7.5,0,10.8,6.76,1
-11.899999999999977,-63.5,96.3,273.6,6.8,13.46,5.77,1,14.0,1.14,0
-11.899999999999977,-63.45,97.5,131.1,1.4,90.54,82.82,0,4.7,0.88,0
-11.899999999999977,-63.400000000000006,85.2,250.1,3.6,13.39,75.47,0,0.0,1.49,0
-11.899999999999977,-63.35000000000001,50.2,217.1,0.4,18.56,10.04,0,1.4,1.3,0
-11.899999999999977,-63.30000000000001,69.2,248.1,1.2,1.07,11.08,1,1.0,1.9,1
-11.899999999999977,-63.250000000000014,31.1,294.6,3.7,4.32,9.0,1,0.8,1.74,0
-11.899999999999977,-63.20000000000002,73.1,163.6,2.4,33.54,65.49,1,1.6,0.0,0
-11.899999999999977,-63.15000000000002,76.5,147.1,0.4,7.99,26.68,0,29.7,1.44,0
-11.899999999999977,-63.10000000000002,18.7,64.9,2.1,3.11,15.06,0,1.9,7.35,1
-11.899999999999977,-63.050000000000026,47.0,50.0,3.6,7.03,2.24,1,0.9,1.94,0
-11.899999999999977,-63.00000000000003,79.7,185.9,2.2,0.68,10.82,0,1.2,4.06,0
-11.899999999999977,-62.95000000000003,47.5,191.4,1.6,6.32,0.53,0,9.9,2.77,0
-11.899999999999977,-62.900000000000034,75.7,113.1,6.8,26.0,3.45,1,26.6,0.78,0
-11.899999999999977,-62.85000000000004,76.3,130.3,0.0,43.65,3.9,0,3.7,2.12,0
-11.899999999999977,-62.80000000000004,74.8,321.9,4.1,15.82,13.26,1,13.2,0.0,0
-11.899999999999977,-62.75000000000004,76.2,270.1,0.9,51.58,1.95,1,2.4,0.0,0
-11.899999999999977,-62.700000000000045,91.2,99.1,1.7,18.98,4.44,1,21.5,0.0,0
-11.899999999999977,-62.65000000000005,61.7,164.6,11.8,5.25,7.28,0,8.1,2.94,0
-11.899999999999977,-62.60000000000005,92.0,232.5,0.3,0.76,7.43,0,1.5,3.82,0
-11.899999999999977,-62.550000000000054,55.7,149.9,15.6,13.78,1.93,0,1.3,2.11,0
-11.899999999999977,-62.50000000000006,87.3,135.3,1.4,30.96,34.15,1,4.8,0.35,0
-11.899999999999977,-62.45000000000006,75.1,172.9,0.3,17.42,33.01,1,0.4,0.48,1
-11.899999999999977,-62.40000000000006,51.9,287.3,0.6,6.84,44.02,1,3.4,1.44,0
-11.899999999999977,-62.350000000000065,39.1,294.5,1.7,16.28,30.89,1,6.9,1.42,0
-11.899999999999977,-62.30000000000007,85.0,141.2,0.0,7.46,2.13,0,14.5,2.15,0
-11.899999999999977,-62.25000000000007,71.0,236.8,3.8,8.78,18.63,1,14.8,0.53,0
-11.899999999999977,-62.200000000000074,71.0,199.5,2.7,28.98,36.3,0,3.2,2.35,0
-11.899999999999977,-62.15000000000008,79.0,119.3,1.1,6.88,4.35,1,5.2,1.47,0
-11.899999999999977,-62.10000000000008,77.5,176.2,0.1,6.4,28.23,1,12.2,6.3,0
-11.899999999999977,-62.05000000000008,87.5,98.9,2.3,19.36,5.27,0,10.4,1.96,0
-11.899999999999977,-62.000000000000085,78.1,293.0,0.6,36.04,78.0,0,0.3,0.28,0
-11.899999999999977,-61.95000000000009,90.8,324.2,4.9,5.63,39.5,0,1.0,2.67,0
-11.899999999999977,-61.90000000000009,56.1,167.2,4.9,11.71,39.45,1,9.7,0.0,0
-11.899999999999977,-61.850000000000094,67.1,148.1,6.9,20.04,14.31,0,5.3,1.55,0
-11.899999999999977,-61.8000000000001,64.5,284.4,0.1,7.06,16.2,0,7.4,3.22,0
-11.899999999999977,-61.7500000000001,51.0,297.3,2.2,10.08,18.88,0,9.4,1.22,0
-11.899999999999977,-61.7000000000001,94.0,110.8,6.0,8.13,6.23,0,17.3,1.99,0
-11.899999999999977,-61.650000000000105,71.9,188.2,5.0,11.62,3.58,1,40.5,0.83,0
-11.899999999999977,-61.60000000000011,58.8,195.3,1.5,42.36,109.41,0,2.2,5.3,0
-11.899999999999977,-61.55000000000011,54.2,138.3,0.3,5.56,6.11,0,4.4,2.23,0
-11.899999999999977,-61.500000000000114,73.6,230.9,1.1,26.38,2.04,1,10.8,3.62,0
-11.899999999999977,-61.45000000000012,34.4,144.0,3.1,16.71,17.07,0,6.7,2.93,1
